药物1,药物2,相互作用类型,详细描述
cobimetinib,carfilzomib,药效增强,The serum concentration of Cobimetinib can be increased when it is combined with Carfilzomib.
cobimetinib,favipiravir,药效增强,The serum concentration of Cobimetinib can be increased when it is combined with Favipiravir.
cobimetinib,meprednisone,药效增强,The metabolism of Cobimetinib can be increased when combined with Meprednisone.
cobimetinib,deflazacort,药效增强,The metabolism of Cobimetinib can be increased when combined with Deflazacort.
cobimetinib,mometasone furoate,药效增强,The metabolism of Cobimetinib can be increased when combined with Mometasone furoate.
cobimetinib,dabrafenib,药效减弱,The serum concentration of Cobimetinib can be decreased when it is combined with Dabrafenib.
cobimetinib,pazopanib,药效减弱,The metabolism of Cobimetinib can be decreased when combined with Pazopanib.
cobimetinib,ceritinib,药效减弱,The metabolism of Cobimetinib can be decreased when combined with Ceritinib.
cobimetinib,7-ethyl-10-hydroxycamptothecin,药效增强,The serum concentration of Cobimetinib can be increased when it is combined with 7-ethyl-10-hydroxycamptothecin.
cobimetinib,ridaforolimus,药效增强,The serum concentration of Cobimetinib can be increased when it is combined with Ridaforolimus.
cobimetinib,lestaurtinib,药效增强,The serum concentration of Cobimetinib can be increased when it is combined with Lestaurtinib.
cobimetinib,depsipeptide,药效减弱,The metabolism of Romidepsin can be decreased when combined with Cobimetinib.
cobimetinib,panobinostat,药效减弱,The metabolism of Panobinostat can be decreased when combined with Cobimetinib.
cobimetinib,NVP-BGJ398,药效减弱,The metabolism of Cobimetinib can be decreased when combined with Infigratinib.
cobimetinib,lenvatinib,药效增强,The serum concentration of Cobimetinib can be increased when it is combined with Lenvatinib.
cobimetinib,sofosbuvir,药效增强,The serum concentration of Cobimetinib can be increased when it is combined with Sofosbuvir.
cobimetinib,INCB28060,药效增强,The serum concentration of Cobimetinib can be increased when it is combined with Capmatinib.
cobimetinib,lonafarnib,药效增强,The serum concentration of Cobimetinib can be increased when it is combined with Lonafarnib.
cobimetinib,turmeric oil,药效增强,The serum concentration of Cobimetinib can be increased when it is combined with Curcumin.
7-ethyl-10-hydroxycamptothecin,ceritinib,药效增强,The serum concentration of Ceritinib can be increased when it is combined with 7-ethyl-10-hydroxycamptothecin.
7-ethyl-10-hydroxycamptothecin,dacomitinib,药效增强,The serum concentration of Dacomitinib can be increased when it is combined with 7-ethyl-10-hydroxycamptothecin.
7-ethyl-10-hydroxycamptothecin,temsirolimus,药效增强,The serum concentration of Temsirolimus can be increased when it is combined with 7-ethyl-10-hydroxycamptothecin.
7-ethyl-10-hydroxycamptothecin,pazopanib,药效增强,The serum concentration of Pazopanib can be increased when it is combined with 7-ethyl-10-hydroxycamptothecin.
7-ethyl-10-hydroxycamptothecin,panobinostat,药效增强,The serum concentration of Panobinostat can be increased when it is combined with 7-ethyl-10-hydroxycamptothecin.
7-ethyl-10-hydroxycamptothecin,crizotinib,药效增强,The serum concentration of Crizotinib can be increased when it is combined with 7-ethyl-10-hydroxycamptothecin.
7-ethyl-10-hydroxycamptothecin,ponatinib,药效增强,The serum concentration of Ponatinib can be increased when it is combined with 7-ethyl-10-hydroxycamptothecin.
7-ethyl-10-hydroxycamptothecin,dabrafenib,药效减弱,The serum concentration of SN-38 can be decreased when it is combined with Dabrafenib.
7-ethyl-10-hydroxycamptothecin,lonafarnib,药效减弱,The metabolism of 7-ethyl-10-hydroxycamptothecin can be decreased when combined with Lonafarnib.
7-ethyl-10-hydroxycamptothecin,enzalutamide,药效减弱,The serum concentration of 7-ethyl-10-hydroxycamptothecin can be decreased when it is combined with Enzalutamide.
7-ethyl-10-hydroxycamptothecin,lumacaftor,药效增强,The metabolism of 7-ethyl-10-hydroxycamptothecin can be increased when combined with Lumacaftor.
7-ethyl-10-hydroxycamptothecin,turmeric oil,药效减弱,The metabolism of 7-ethyl-10-hydroxycamptothecin can be decreased when combined with Curcumin.
depsipeptide,crizotinib,药效减弱,The metabolism of Romidepsin can be decreased when combined with Crizotinib.
depsipeptide,lumacaftor,药效减弱,The serum concentration of Romidepsin can be decreased when it is combined with Lumacaftor.
depsipeptide,panobinostat,药效增强,The risk or severity of QTc prolongation can be increased when Panobinostat is combined with Romidepsin.
depsipeptide,lenvatinib,药效增强,The risk or severity of QTc prolongation can be increased when Lenvatinib is combined with Romidepsin.
depsipeptide,tariquidar,药效增强,The serum concentration of Romidepsin can be increased when it is combined with Tariquidar.
depsipeptide,ponatinib,药效增强,The serum concentration of Romidepsin can be increased when it is combined with Ponatinib.
depsipeptide,dacomitinib,药效增强,The serum concentration of Romidepsin can be increased when it is combined with Dacomitinib.
depsipeptide,istradefylline,药效增强,The serum concentration of Romidepsin can be increased when it is combined with Istradefylline.
depsipeptide,enzalutamide,药效减弱,The serum concentration of Romidepsin can be decreased when it is combined with Enzalutamide.
depsipeptide,carfilzomib,药效增强,The serum concentration of Romidepsin can be increased when it is combined with Carfilzomib.
depsipeptide,favipiravir,药效增强,The serum concentration of Romidepsin can be increased when it is combined with Favipiravir.
depsipeptide,meprednisone,药效增强,The metabolism of Romidepsin can be increased when combined with Meprednisone.
depsipeptide,deflazacort,药效增强,The metabolism of Romidepsin can be increased when combined with Deflazacort.
depsipeptide,mometasone furoate,药效增强,The metabolism of Romidepsin can be increased when combined with Mometasone furoate.
depsipeptide,dabrafenib,药效减弱,The serum concentration of Romidepsin can be decreased when it is combined with Dabrafenib.
depsipeptide,pazopanib,药效减弱,The metabolism of Romidepsin can be decreased when combined with Pazopanib.
depsipeptide,ceritinib,药效减弱,The metabolism of Romidepsin can be decreased when combined with Ceritinib.
depsipeptide,ridaforolimus,药效增强,The serum concentration of Romidepsin can be increased when it is combined with Ridaforolimus.
depsipeptide,lestaurtinib,药效增强,The serum concentration of Romidepsin can be increased when it is combined with Lestaurtinib.
depsipeptide,temsirolimus,药效增强,The serum concentration of Romidepsin can be increased when it is combined with Temsirolimus.
depsipeptide,sulfaphenazole,药效减弱,The metabolism of Romidepsin can be decreased when combined with Sulfaphenazole.
depsipeptide,sofosbuvir,药效增强,The serum concentration of Romidepsin can be increased when it is combined with Sofosbuvir.
depsipeptide,lonafarnib,药效减弱,The metabolism of Romidepsin can be decreased when combined with Lonafarnib.
depsipeptide,turmeric oil,药效减弱,The metabolism of Romidepsin can be decreased when combined with Curcumin.
doripenem,dabrafenib,药效减弱,The excretion of Doripenem can be decreased when combined with Dabrafenib.
doripenem,lenvatinib,药效减弱,The excretion of Doripenem can be decreased when combined with Lenvatinib.
doripenem,ARN-509,药效减弱,The excretion of Doripenem can be decreased when combined with Apalutamide.
doripenem,favipiravir,药效减弱,The excretion of Doripenem can be decreased when combined with Favipiravir.
doripenem,pralatrexate,药效减弱,Doripenem may decrease the excretion rate of Pralatrexate which could result in a higher serum level.
doripenem,enzalutamide,药效减弱,Doripenem may decrease the excretion rate of Enzalutamide which could result in a higher serum level.
doripenem,trametinib,药效减弱,Doripenem may decrease the excretion rate of Trametinib which could result in a higher serum level.
doripenem,sofosbuvir,药效减弱,Doripenem may decrease the excretion rate of Sofosbuvir which could result in a higher serum level.
doripenem,isepamicin,药效减弱,Doripenem may decrease the excretion rate of Isepamicin which could result in a higher serum level.
doripenem,diiminoplatinum;glycolic acid,药效减弱,Doripenem may decrease the excretion rate of Nedaplatin which could result in a higher serum level.
